abs	[#number#]abs(<#mixed $number#>)
convert_cyr_string	[#string#]convert_cyr_string(<#string $str#>,<#string $from#>,<#string $to#>)
convert_uudecode	[#string#]convert_uudecode(<#string $data#>)
convert_uuencode	[#string#]convert_uuencode(<#string $data#>)
copy	[#bool#]copy(<#string $source#>,<#string $dest#>,<#resource $context#>)
cos	[#float#]cos(<#float $arg#>)
cosh	[#float#]cosh(<#float $arg#>)
count_chars	[#mixed#]count_chars(<#string $string#>,<#int $mode#>)
count	[#int#]count(<#mixed $var#>,<#int $mode#>)
crack_check	[#bool#]crack_check(<#resource $dictionary#>,<#string $password#>)
crack_closedict	[#bool#]crack_closedict(<#resource $dictionary#>)
crack_getlastmessage	[#string#]crack_getlastmessage()
crack_opendict	[#resource#]crack_opendict(<#string $dictionary#>)
crc32	[#int#]crc32(<#string $str#>)
create_function	[#string#]create_function(<#string $args#>,<#string $code#>)
crypt	[#string#]crypt(<#string $str#>,<#string $salt#>)
ctype_alnum	[#bool#]ctype_alnum(<#string $text#>)
ctype_alpha	[#bool#]ctype_alpha(<#string $text#>)
ctype_cntrl	[#bool#]ctype_cntrl(<#string $text#>)
ctype_digit	[#bool#]ctype_digit(<#string $text#>)
ctype_graph	[#bool#]ctype_graph(<#string $text#>)
ctype_lower	[#bool#]ctype_lower(<#string $text#>)
ctype_print	[#bool#]ctype_print(<#string $text#>)
ctype_punct	[#bool#]ctype_punct(<#string $text#>)
ctype_space	[#bool#]ctype_space(<#string $text#>)
ctype_upper	[#bool#]ctype_upper(<#string $text#>)
ctype_xdigit	[#bool#]ctype_xdigit(<#string $text#>)
cubrid_affected_rows	[#int#]cubrid_affected_rows(<#resource $conn_identifier#>)
cubrid_bind	[#bool#]cubrid_bind(<#resource $req_identifier#>,<#int $bind_index#>,<#mixed $bind_value#>,<#string $bind_value_type#>)
cubrid_client_encoding	[#string#]cubrid_client_encoding(<#resource $conn_identifier#>)
cubrid_close	[#bool#]cubrid_close(<#resource $conn_identifier#>)
cubrid_close_prepare	[#bool#]cubrid_close_prepare(<#resource $req_identifier#>)
cubrid_close_request	[#bool#]cubrid_close_request(<#resource $req_identifier#>)
cubrid_col_get	[#array#]cubrid_col_get(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>)
cubrid_col_size	[#int#]cubrid_col_size(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>)
cubrid_column_names	[#array#]cubrid_column_names(<#resource $req_identifier#>)
cubrid_column_types	[#array#]cubrid_column_types(<#resource $req_identifier#>)
cubrid_commit	[#bool#]cubrid_commit(<#resource $conn_identifier#>)
cubrid_connect	[#resource#]cubrid_connect(<#string $host#>,<#int $port#>,<#string $dbname#>,<#string $userid#>,<#string $passwd#>,<#bool $new_link#>)
cubrid_connect_with_url	[#resource#]cubrid_connect_with_url(<#string $conn_url#>,<#string $userid#>,<#string $passwd#>,<#bool $new_link#>)
cubrid_current_oid	[#string#]cubrid_current_oid(<#resource $req_identifier#>)
cubrid_data_seek	[#bool#]cubrid_data_seek(<#resource $result#>,<#int $row_number#>)
cubrid_db_name	[#string#]cubrid_db_name(<#array $result#>,<#int $index#>)
cubrid_disconnect	[#bool#]cubrid_disconnect(<#resource $conn_identifier#>)
cubrid_drop	[#bool#]cubrid_drop(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_errno	[#int#]cubrid_errno(<#resource $conn_identifier#>)
cubrid_error_code_facility	[#int#]cubrid_error_code_facility()
cubrid_error_code	[#int#]cubrid_error_code()
cubrid_error_msg	[#string#]cubrid_error_msg()
cubrid_error	[#string#]cubrid_error(<#resource $connection#>)
cubrid_execute	[#resource#]cubrid_execute(<#resource $conn_identifier#>,<#string $sql#>,<#int $option#>)
cubrid_fetch_array	[#array#]cubrid_fetch_array(<#resource $result#>,<#int $type#>)
cubrid_fetch_assoc	[#array#]cubrid_fetch_assoc(<#resource $result#>,<#int $type#>)
cubrid_fetch_field	[#object#]cubrid_fetch_field(<#resource $result#>,<#int $field_offset#>)
cubrid_fetch_lengths	[#array#]cubrid_fetch_lengths(<#resource $result#>)
cubrid_fetch	[#mixed#]cubrid_fetch(<#resource $result#>,<#int $type#>)
cubrid_fetch_object	[#object#]cubrid_fetch_object(<#resource $result#>,<#string $class_name#>,<#array $params#>,<#int $type#>)
cubrid_fetch_row	[#array#]cubrid_fetch_row(<#resource $result#>,<#int $type#>)
cubrid_field_flags	[#string#]cubrid_field_flags(<#resource $result#>,<#int $field_offset#>)
cubrid_field_len	[#int#]cubrid_field_len(<#resource $result#>,<#int $field_offset#>)
cubrid_field_name	[#string#]cubrid_field_name(<#resource $result#>,<#int $field_offset#>)
cubrid_field_seek	[#bool#]cubrid_field_seek(<#resource $result#>,<#int $field_offset#>)
cubrid_field_table	[#string#]cubrid_field_table(<#resource $result#>,<#int $field_offset#>)
cubrid_field_type	[#string#]cubrid_field_type(<#resource $result#>,<#int $field_offset#>)
cubrid_free_result	[#bool#]cubrid_free_result(<#resource $req_identifier#>)
cubrid_get_autocommit	[#bool#]cubrid_get_autocommit(<#resource $conn_identifier#>)
cubrid_get_charset	[#string#]cubrid_get_charset(<#resource $conn_identifier#>)
cubrid_get_class_name	[#string#]cubrid_get_class_name(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_get_client_info	[#string#]cubrid_get_client_info()
cubrid_get_db_parameter	[#array#]cubrid_get_db_parameter(<#resource $conn_identifier#>)
cubrid_get	[#mixed#]cubrid_get(<#resource $conn_identifier#>,<#string $oid#>,<#mixed $attr#>)
cubrid_get_query_timeout	[#int#]cubrid_get_query_timeout(<#resource $req_identifier#>)
cubrid_get_server_info	[#string#]cubrid_get_server_info(<#resource $conn_identifier#>)
cubrid_insert_id	[#string#]cubrid_insert_id(<#resource $conn_identifier#>)
cubrid_is_instance	[#int#]cubrid_is_instance(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_list_dbs	[#array#]cubrid_list_dbs(<#resource $conn_identifier#>)
cubrid_load_from_glo	[#int#]cubrid_load_from_glo(<#resource $conn_identifier#>,<#string $oid#>,<#string $file_name#>)
cubrid_lob2_bind	[#bool#]cubrid_lob2_bind(<#resource $req_identifier#>,<#int $bind_index#>,<#mixed $bind_value#>,<#string $bind_value_type#>)
cubrid_lob2_close	[#bool#]cubrid_lob2_close(<#resource $lob_identifier#>)
cubrid_lob2_export	[#bool#]cubrid_lob2_export(<#resource $lob_identifier#>,<#string $file_name#>)
cubrid_lob2_import	[#bool#]cubrid_lob2_import(<#resource $lob_identifier#>,<#string $file_name#>)
cubrid_lob2_new	[#resource#]cubrid_lob2_new(<#resource $conn_identifier#>,<#string $type#>)
cubrid_lob2_read	[#string#]cubrid_lob2_read(<#resource $lob_identifier#>,<#int $len#>)
cubrid_lob2_seek64	[#bool#]cubrid_lob2_seek64(<#resource $lob_identifier#>,<#string $offset#>,<#int $origin#>)
cubrid_lob2_seek	[#bool#]cubrid_lob2_seek(<#resource $lob_identifier#>,<#int $offset#>,<#int $origin#>)
cubrid_lob2_size64	[#string#]cubrid_lob2_size64(<#resource $lob_identifier#>)
cubrid_lob2_size	[#int#]cubrid_lob2_size(<#resource $lob_identifier#>)
cubrid_lob2_tell64	[#string#]cubrid_lob2_tell64(<#resource $lob_identifier#>)
cubrid_lob2_tell	[#int#]cubrid_lob2_tell(<#resource $lob_identifier#>)
cubrid_lob2_write	[#bool#]cubrid_lob2_write(<#resource $lob_identifier#>,<#string $buf#>)
cubrid_lob_close	[#bool#]cubrid_lob_close(<#array $lob_identifier_array#>)
cubrid_lob_export	[#bool#]cubrid_lob_export(<#resource $conn_identifier#>,<#resource $lob_identifier#>,<#string $path_name#>)
cubrid_lob_get	[#array#]cubrid_lob_get(<#resource $conn_identifier#>,<#string $sql#>)
cubrid_lob_send	[#bool#]cubrid_lob_send(<#resource $conn_identifier#>,<#resource $lob_identifier#>)
cubrid_lob_size	[#string#]cubrid_lob_size(<#resource $lob_identifier#>)
cubrid_lock_read	[#bool#]cubrid_lock_read(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_lock_write	[#bool#]cubrid_lock_write(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_move_cursor	[#int#]cubrid_move_cursor(<#resource $req_identifier#>,<#int $offset#>,<#int $origin#>)
cubrid_new_glo	[#string#]cubrid_new_glo(<#resource $conn_identifier#>,<#string $class_name#>,<#string $file_name#>)
cubrid_next_result	[#bool#]cubrid_next_result(<#resource $result#>)
cubrid_num_cols	[#int#]cubrid_num_cols(<#resource $result#>)
cubrid_num_fields	[#int#]cubrid_num_fields(<#resource $result#>)
cubrid_num_rows	[#int#]cubrid_num_rows(<#resource $result#>)
cubrid_pconnect	[#resource#]cubrid_pconnect(<#string $host#>,<#int $port#>,<#string $dbname#>,<#string $userid#>,<#string $passwd#>)
cubrid_pconnect_with_url	[#resource#]cubrid_pconnect_with_url(<#string $conn_url#>,<#string $userid#>,<#string $passwd#>)
cubrid_ping	[#bool#]cubrid_ping(<#resource $conn_identifier#>)
cubrid_prepare	[#resource#]cubrid_prepare(<#resource $conn_identifier#>,<#string $prepare_stmt#>,<#int $option#>)
cubrid_put	[#int#]cubrid_put(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr#>,<#mixed $value#>)
cubrid_query	[#resource#]cubrid_query(<#string $query#>,<#resource $conn_identifier#>)
cubrid_real_escape_string	[#string#]cubrid_real_escape_string(<#string $unescaped_string#>,<#resource $conn_identifier#>)
cubrid_result	[#string#]cubrid_result(<#resource $result#>,<#int $row#>,<#mixed $field#>)
cubrid_rollback	[#bool#]cubrid_rollback(<#resource $conn_identifier#>)
cubrid_save_to_glo	[#int#]cubrid_save_to_glo(<#resource $conn_identifier#>,<#string $oid#>,<#string $file_name#>)
cubrid_schema	[#array#]cubrid_schema(<#resource $conn_identifier#>,<#int $schema_type#>,<#string $class_name#>,<#string $attr_name#>)
cubrid_send_glo	[#int#]cubrid_send_glo(<#resource $conn_identifier#>,<#string $oid#>)
cubrid_seq_drop	[#bool#]cubrid_seq_drop(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>,<#int $index#>)
cubrid_seq_insert	[#bool#]cubrid_seq_insert(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>,<#int $index#>,<#string $seq_element#>)
cubrid_seq_put	[#bool#]cubrid_seq_put(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>,<#int $index#>,<#string $seq_element#>)
cubrid_set_add	[#bool#]cubrid_set_add(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>,<#string $set_element#>)
cubrid_set_autocommit	[#bool#]cubrid_set_autocommit(<#resource $conn_identifier#>,<#bool $mode#>)
cubrid_set_db_parameter	[#bool#]cubrid_set_db_parameter(<#resource $conn_identifier#>,<#int $param_type#>,<#int $param_value#>)
cubrid_set_drop	[#bool#]cubrid_set_drop(<#resource $conn_identifier#>,<#string $oid#>,<#string $attr_name#>,<#string $set_element#>)
cubrid_set_query_timeout	[#bool#]cubrid_set_query_timeout(<#resource $req_identifier#>,<#int $timeout#>)
cubrid_unbuffered_query	[#resource#]cubrid_unbuffered_query(<#string $query#>,<#resource $conn_identifier#>)
cubrid_version	[#string#]cubrid_version()
curl_close	[#void#]curl_close(<#resource $ch#>)
curl_copy_handle	[#resource#]curl_copy_handle(<#resource $ch#>)
curl_errno	[#int#]curl_errno(<#resource $ch#>)
curl_error	[#string#]curl_error(<#resource $ch#>)
curl_escape	[#string#]curl_escape(<#resource $ch#>,<#string $str#>)
curl_exec	[#mixed#]curl_exec(<#resource $ch#>)
curl_getinfo	[#mixed#]curl_getinfo(<#resource $ch#>,<#int $opt#>)
curl_init	[#resource#]curl_init(<#string $url#>)
curl_multi_add_handle	[#int#]curl_multi_add_handle(<#resource $mh#>,<#resource $ch#>)
curl_multi_close	[#void#]curl_multi_close(<#resource $mh#>)
curl_multi_exec	[#int#]curl_multi_exec(<#resource $mh#>,<#int &$still_running#>)
curl_multi_getcontent	[#string#]curl_multi_getcontent(<#resource $ch#>)
curl_multi_info_read	[#array#]curl_multi_info_read(<#resource $mh#>,<#int &$msgs_in_queue#>)
curl_multi_init	[#resource#]curl_multi_init()
curl_multi_remove_handle	[#int#]curl_multi_remove_handle(<#resource $mh#>,<#resource $ch#>)
curl_multi_select	[#int#]curl_multi_select(<#resource $mh#>,<#float $timeout#>)
curl_multi_setopt	[#bool#]curl_multi_setopt(<#resource $mh#>,<#int $option#>,<#mixed $value#>)
curl_multi_strerror	[#string#]curl_multi_strerror(<#int $errornum#>)
curl_pause	[#int#]curl_pause(<#resource $ch#>,<#int $bitmask#>)
curl_reset	[#void#]curl_reset(<#resource $ch#>)
curl_setopt_array	[#bool#]curl_setopt_array(<#resource $ch#>,<#array $options#>)
curl_setopt	[#bool#]curl_setopt(<#resource $ch#>,<#int $option#>,<#mixed $value#>)
curl_share_close	[#void#]curl_share_close(<#resource $sh#>)
curl_share_init	[#resource#]curl_share_init()
curl_share_setopt	[#bool#]curl_share_setopt(<#resource $sh#>,<#int $option#>,<#string $value#>)
curl_strerror	[#string#]curl_strerror(<#int $errornum#>)
curl_unescape	[#string#]curl_unescape(<#resource $ch#>,<#string $str#>)
curl_version	[#array#]curl_version(<#int $age#>)
current	[#mixed#]current(<#array &$array#>)
cyrus_authenticate	[#void#]cyrus_authenticate(<#resource $connection#>,<#string $mechlist#>,<#string $service#>,<#string $user#>,<#int $minssf#>,<#int $maxssf#>,<#string $authname#>,<#string $password#>)
cyrus_bind	[#bool#]cyrus_bind(<#resource $connection#>,<#array $callbacks#>)
cyrus_close	[#bool#]cyrus_close(<#resource $connection#>)
cyrus_connect	[#resource#]cyrus_connect(<#string $host#>,<#string $port#>,<#int $flags#>)
cyrus_query	[#array#]cyrus_query(<#resource $connection#>,<#string $query#>)
cyrus_unbind	[#bool#]cyrus_unbind(<#resource $connection#>,<#string $trigger_name#>)
date_default_timezone_get	[#string#]date_default_timezone_get()
date_default_timezone_set	[#bool#]date_default_timezone_set(<#string $timezone_identifier#>)
date_parse	[#array#]date_parse(<#string $date#>)
date_parse_from_format	[#array#]date_parse_from_format(<#string $format#>,<#string $date#>)
date	[#string#]date(<#string $format#>,<#int $timestamp#>)
date_sun_info	[#array#]date_sun_info(<#int $time#>,<#float $latitude#>,<#float $longitude#>)
date_sunrise	[#mixed#]date_sunrise(<#int $timestamp#>,<#int $format#>,<#float $latitude#>,<#float $longitude#>,<#float $zenith#>,<#float $gmt_offset#>)
date_sunset	[#mixed#]date_sunset(<#int $timestamp#>,<#int $format#>,<#float $latitude#>,<#float $longitude#>,<#float $zenith#>,<#float $gmt_offset#>)
db2_autocommit	[#mixed#]db2_autocommit(<#resource $connection#>,<#bool $value#>)
db2_bind_param	[#bool#]db2_bind_param(<#resource $stmt#>,<#int $parameter-number#>,<#string $variable-name#>,<#int $parameter-type#>,<#int $data-type#>,<#int $precision#>,<#int $scale#>)
db2_client_info	[#object#]db2_client_info(<#resource $connection#>)
db2_close	[#bool#]db2_close(<#resource $connection#>)
db2_column_privileges	[#resource#]db2_column_privileges(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>,<#string $column-name#>)
db2_columns	[#resource#]db2_columns(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>,<#string $column-name#>)
db2_commit	[#bool#]db2_commit(<#resource $connection#>)
db2_connect	[#resource#]db2_connect(<#string $database#>,<#string $username#>,<#string $password#>,<#array $options#>)
db2_conn_errormsg	[#string#]db2_conn_errormsg(<#resource $connection#>)
db2_conn_error	[#string#]db2_conn_error(<#resource $connection#>)
db2_cursor_type	[#int#]db2_cursor_type(<#resource $stmt#>)
db2_escape_string	[#string#]db2_escape_string(<#string $string_literal#>)
db2_exec	[#resource#]db2_exec(<#resource $connection#>,<#string $statement#>,<#array $options#>)
db2_execute	[#bool#]db2_execute(<#resource $stmt#>,<#array $parameters#>)
db2_fetch_array	[#array#]db2_fetch_array(<#resource $stmt#>,<#int $row_number#>)
db2_fetch_assoc	[#array#]db2_fetch_assoc(<#resource $stmt#>,<#int $row_number#>)
db2_fetch_both	[#array#]db2_fetch_both(<#resource $stmt#>,<#int $row_number#>)
db2_fetch_object	[#object#]db2_fetch_object(<#resource $stmt#>,<#int $row_number#>)
db2_fetch_row	[#bool#]db2_fetch_row(<#resource $stmt#>,<#int $row_number#>)
db2_field_display_size	[#int#]db2_field_display_size(<#resource $stmt#>,<#mixed $column#>)
db2_field_name	[#string#]db2_field_name(<#resource $stmt#>,<#mixed $column#>)
db2_field_num	[#int#]db2_field_num(<#resource $stmt#>,<#mixed $column#>)
db2_field_precision	[#int#]db2_field_precision(<#resource $stmt#>,<#mixed $column#>)
db2_field_scale	[#int#]db2_field_scale(<#resource $stmt#>,<#mixed $column#>)
db2_field_type	[#string#]db2_field_type(<#resource $stmt#>,<#mixed $column#>)
db2_field_width	[#int#]db2_field_width(<#resource $stmt#>,<#mixed $column#>)
db2_foreign_keys	[#resource#]db2_foreign_keys(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>)
db2_free_result	[#bool#]db2_free_result(<#resource $stmt#>)
db2_free_stmt	[#bool#]db2_free_stmt(<#resource $stmt#>)
db2_get_option	[#string#]db2_get_option(<#resource $resource#>,<#string $option#>)
db2_last_insert_id	[#string#]db2_last_insert_id(<#resource $resource#>)
db2_lob_read	[#string#]db2_lob_read(<#resource $stmt#>,<#int $colnum#>,<#int $length#>)
db2_next_result	[#resource#]db2_next_result(<#resource $stmt#>)
db2_num_fields	[#int#]db2_num_fields(<#resource $stmt#>)
db2_num_rows	[#int#]db2_num_rows(<#resource $stmt#>)
db2_pclose	[#bool#]db2_pclose(<#resource $resource#>)
db2_pconnect	[#resource#]db2_pconnect(<#string $database#>,<#string $username#>,<#string $password#>,<#array $options#>)
db2_prepare	[#resource#]db2_prepare(<#resource $connection#>,<#string $statement#>,<#array $options#>)
db2_primary_keys	[#resource#]db2_primary_keys(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>)
db2_procedure_columns	[#resource#]db2_procedure_columns(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $procedure#>,<#string $parameter#>)
db2_procedures	[#resource#]db2_procedures(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $procedure#>)
db2_result	[#mixed#]db2_result(<#resource $stmt#>,<#mixed $column#>)
db2_rollback	[#bool#]db2_rollback(<#resource $connection#>)
db2_server_info	[#object#]db2_server_info(<#resource $connection#>)
db2_set_option	[#bool#]db2_set_option(<#resource $resource#>,<#array $options#>,<#int $type#>)
db2_special_columns	[#resource#]db2_special_columns(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table_name#>,<#int $scope#>)
db2_statistics	[#resource#]db2_statistics(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>,<#bool $unique#>)
db2_stmt_errormsg	[#string#]db2_stmt_errormsg(<#resource $stmt#>)
db2_stmt_error	[#string#]db2_stmt_error(<#resource $stmt#>)
db2_table_privileges	[#resource#]db2_table_privileges(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table_name#>)
db2_tables	[#resource#]db2_tables(<#resource $connection#>,<#string $qualifier#>,<#string $schema#>,<#string $table-name#>,<#string $table-type#>)
dba_close	[#void#]dba_close(<#resource $handle#>)
dba_delete	[#bool#]dba_delete(<#string $key#>,<#resource $handle#>)
